"Pcode
",Pcode Name,Governorate,District,Cadaster,Local Name,Latitude,Longitude,Shelter Type,Status,Number of Tents,Number of Ind,Date of the Update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Water Capacity in L,Number of SSBs,Number of Ind in SSBs,Type of Water Source,Waste Disposal,Waste Water Disposal,Type of Contract,Type of Internet Connection,Consultation Fee for PHC (3000/5000),Free Vaccination for Children under 12
33271-01-001,Miriata 001,North,Zgharta,Miriata,Miryata 3,34.42001724,35.93238831,IS- Informal Settlement,Less than 4,2,10,12/13/16,Solidarites,Sixth Update - 2016,6/10/14,4/9/13,1,0,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
33271-01-003,Miriata 003,North,Zgharta,Miriata,Miryata 5,34.41584778,35.92943954,IS- Informal Settlement,Active,13,88,12/19/16,Solidarites,Sixth Update - 2016,4/14/14,10/5/12,5,4500,6,22,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
33271-01-004,Miriata 004,North,Zgharta,Miriata,Miryata 4,34.42006683,35.93107605,IS- Informal Settlement,Active,11,80,12/19/16,Solidarites,Sixth Update - 2016,4/14/14,2/7/12,0,0,0,0,Water Trucking,Municipality Collection,Open pit,None,Mobile network - 3G / 4G,No,No
33271-01-005,Miriata 005,North,Zgharta,Miriata,Miryata 7,34.4221077,35.93079758,IS- Informal Settlement,Active,6,30,12/19/16,Solidarites,Sixth Update - 2016,9/1/16,3/14/14,0,0,0,0,Water Trucking,Municipality Collection,Open pit,None,Mobile network - 3G / 4G,Yes,No
33271-01-006,Miriata 006,North,Zgharta,Miriata,Miryata 9,34.42262268,35.93190765,IS- Informal Settlement,Inactive,0,0,12/19/16,Solidarites,Sixth Update - 2016,4/22/15,11/16/14,0,0,0,0,,,,,,,
33271-01-007,Miriata 007,North,Zgharta,Miriata,Miryata 10,34.41963959,35.9323082,IS- Informal Settlement,Inactive,0,0,12/19/16,Solidarites,Sixth Update - 2016,6/9/15,1/1/14,0,0,0,0,,,,,,,
33271-01-008,Miriata 008,North,Zgharta,Miriata,Miryata 14,34.41970444,35.93298721,IS- Informal Settlement,Less than 4,2,16,12/13/16,Solidarites,Sixth Update - 2016,10/28/15,6/10/12,2,2000,0,0,Water Trucking,Municipality Collection,Municipality sewer network / not treated,Verbal,Mobile network - 3G / 4G,Yes,No
33275-01-001,Hailan 001,North,Zgharta,Hailan,Hilane 001,34.42710495,35.95647812,IS- Informal Settlement,Inactive,0,0,12/14/16,Solidarites,Sixth Update - 2016,9/8/14,9/8/14,0,0,0,0,,,,,,,
33275-01-002,Hailan 002,North,Zgharta,Hailan,Hilane 002,34.42497253,35.95748138,IS- Informal Settlement,Less than 4,1,9,12/13/16,Solidarites,Sixth Update - 2016,9/8/14,9/13/11,1,1000,0,0,Borehole,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
33275-01-003,Hailan 003,North,Zgharta,Hailan,Biyad 1,34.423069,35.96107101,IS- Informal Settlement,Not Willing,0,0,12/14/16,Solidarites,Sixth Update - 2016,9/8/14,12/1/09,0,0,0,0,,,,,,,
33279-01-001,Boussit 001,North,Zgharta,Boussit,Terbol 1,34.44144821,35.92578888,IS- Informal Settlement,Inactive,0,0,12/13/16,Solidarites,Sixth Update - 2016,6/12/14,8/30/14,0,0,0,0,,,,,,,
34111-01-001,Batroun 001,North,Batroun,Batroun,Batroun 1,34.25315094,35.66749573,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,4/16/14,1/1/05,0,0,0,0,,,,,,,
34111-01-005,Batroun 005,North,Batroun,Batroun,Batroun 2,34.24969482,35.66533279,IS- Informal Settlement,Less than 4,2,10,11/30/16,Solidarites,Sixth Update - 2016,6/1/15,2/2/09,1,0,0,0,Water Network,Municipality Collection,Open pit,None,Mobile network - 3G / 4G,Yes,Yes
34111-01-006,Batroun 006,North,Batroun,Batroun,Murchak Restaurant,34.25569916,35.66101456,IS- Informal Settlement,Inactive,0,0,11/30/16,Solidarites,Sixth Update - 2016,11/5/15,1/1/13,0,0,0,0,,,,,,,
34111-01-007,Batroun 007,North,Batroun,Batroun,IS Moussa Zakharya,34.26836777,35.67610931,IS- Informal Settlement,Less than 4,1,6,12/16/16,Solidarites,Sixth Update - 2016,5/13/16,2/1/16,1,1000,1,5,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34122-01-001,Rachana 001,North,Batroun,Rachana,IS Mouna Khalifa,34.21573639,35.67038345,IS- Informal Settlement,Less than 4,1,6,11/30/16,Solidarites,Sixth Update - 2016,8/31/16,1/1/15,1,0,0,0,Water Network,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,Yes,Yes
34177-01-001,Heri 001,North,Batroun,Heri,Al Heri Chekka,34.31386185,35.72196579,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,4/16/14,5/7/12,0,0,0,0,,,,,,,
34177-01-002,Heri 002,North,Batroun,Heri,IS Jalal Saleh,34.31407928,35.72319794,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,11/27/15,1/1/13,0,0,0,0,,,,,,,
34177-01-003,Heri 003,North,Batroun,Heri,IS Haj Naser,34.31394577,35.72245026,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,1/12/16,10/1/15,0,0,0,0,,,,,,,
34188-01-001,Chikka 001,North,Batroun,Chikka,Chekka 1,34.31980133,35.73561096,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,4/16/14,5/9/13,0,0,0,0,,,,,,,
34188-01-003,Chikka 003,North,Batroun,Chikka,Sugar Factory 1,34.33619308,35.73731995,IS- Informal Settlement,Inactive,0,0,12/15/16,Solidarites,Sixth Update - 2016,7/7/14,2/1/10,0,0,0,0,,,,,,,
34188-01-004,Chikka 004,North,Batroun,Chikka,Chekka 6,34.32535172,35.73646545,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,6/9/14,2/1/14,0,0,0,0,,,,,,,
34188-01-005,Chikka 005,North,Batroun,Chikka,Batroun 3,34.31324005,35.72996521,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,6/9/14,1/31/14,0,0,0,0,,,,,,,
34188-01-006,Chikka 006,North,Batroun,Chikka,chekka (highway),34.32575989,35.73467255,IS- Informal Settlement,Less than 4,3,12,12/15/16,Solidarites,Sixth Update - 2016,7/7/14,5/6/13,2,2000,0,0,Water Trucking,Municipality Collection,Cesspit,None,Mobile network - 3G / 4G,Yes,Yes
34188-01-007,Chikka 007,North,Batroun,Chikka,chekka (behind gas station),34.33823013,35.7321701,IS- Informal Settlement,Inactive,0,0,12/15/16,Solidarites,Sixth Update - 2016,12/12/14,5/8/12,0,0,0,0,,,,,,,
34188-01-008,Chikka 008,North,Batroun,Chikka,Chekka (Sabeh Cement),34.33372498,35.73408127,IS- Informal Settlement,Inactive,0,0,12/15/16,Solidarites,Sixth Update - 2016,4/16/15,3/15/12,0,0,0,0,,,,,,,
34188-01-009,Chikka 009,North,Batroun,Chikka,Chekka (sabeh 1),34.33398438,35.7336731,IS- Informal Settlement,Inactive,0,0,12/15/16,Solidarites,Sixth Update - 2016,4/16/15,12/27/14,0,0,0,0,,,,,,,
34188-01-010,Chikka 010,North,Batroun,Chikka,Chekka (Sabeh 2),34.33382416,35.73463821,IS- Informal Settlement,Inactive,0,0,12/15/16,Solidarites,Sixth Update - 2016,4/16/15,1/3/15,0,0,0,0,,,,,,,
34188-01-011,Chikka 011,North,Batroun,Chikka,Mahrous Factory,34.33764648,35.73432159,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,4/16/15,5/5/14,0,0,0,0,,,,,,,
34188-01-012,Chikka 012,North,Batroun,Chikka,IS Fouad Loukar,34.31731033,35.73508835,IS- Informal Settlement,Less than 4,2,9,12/16/16,Solidarites,Sixth Update - 2016,11/27/15,1/1/13,1,0,1,2,Water Trucking,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34263-01-001,Assia 001,North,Batroun,Assia,Yarita 1,34.230896,35.79137421,IS- Informal Settlement,Inactive,0,0,12/19/16,Solidarites,Sixth Update - 2016,8/13/15,12/31/13,0,0,0,0,,,,,,,
34263-01-002,Assia 002,North,Batroun,Assia,Yarita 2,34.23308563,35.79148865,IS- Informal Settlement,Active,10,59,12/19/16,Solidarites,Sixth Update - 2016,11/5/15,10/1/15,3,2000,2,11,Water Trucking,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34281-01-001,Kfar Khollos 001,North,Batroun,Kfar Khollos,Mselha 2,34.26978683,35.67915726,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,12/10/14,2/23/14,0,0,0,0,,,,,,,
34283-01-001,Qatnaaoun 001,North,Batroun,Qatnaaoun,Mselha 1,34.27455902,35.69128036,IS- Informal Settlement,Active,16,85,12/16/16,Solidarites,Sixth Update - 2016,12/10/14,5/7/13,17,11000,0,0,River,Municipality Collection,Open pit,Verbal,Wifi  / local Internet service provider,Yes,Yes
34284-01-001,Ras Nahhach 001,North,Batroun,Ras Nahhach,Hamat Bridge,34.29183578,35.70633698,IS- Informal Settlement,Inactive,0,0,12/16/16,Solidarites,Sixth Update - 2016,12/12/14,5/5/14,0,0,0,0,,,,,,,
34321-01-001,Beit Chlala 001,North,Batroun,Beit Chlala,Beit Chlala,34.23784637,35.8252449,IS- Informal Settlement,Inactive,0,0,11/30/16,Solidarites,Sixth Update - 2016,7/8/14,1/1/13,0,0,0,0,,,,,,,
34321-01-002,Beit Chlala 002,North,Batroun,Beit Chlala,Beit Chlala 1,34.23659134,35.82666016,IS- Informal Settlement,Inactive,0,0,11/30/16,Solidarites,Sixth Update - 2016,4/17/15,3/1/15,0,0,0,0,,,,,,,
34336-01-001,Kfar Hilda 001,North,Batroun,Kfar Hilda,Kfar Halda,34.23945999,35.82258987,IS- Informal Settlement,Active,6,37,11/30/16,Solidarites,Sixth Update - 2016,6/16/14,1/24/12,2,0,0,0,Water Network,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-002,Kfar Hilda 002,North,Batroun,Kfar Hilda,Bsetine Al Ossi 1,34.240242,35.82430649,IS- Informal Settlement,Inactive,0,0,11/30/16,Solidarites,Sixth Update - 2016,4/17/15,3/18/13,0,0,0,0,,,,,,,
34336-01-003,Kfar Hilda 003,North,Batroun,Kfar Hilda,Kfar Hilda 1,34.23871994,35.82979965,IS- Informal Settlement,Less than 4,3,5,11/30/16,Solidarites,Sixth Update - 2016,4/17/15,2/16/14,1,1000,0,0,Spring,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-004,Kfar Hilda 004,North,Batroun,Kfar Hilda,Bsatin Al Ossi 2,34.23887634,35.82800674,IS- Informal Settlement,Less than 4,1,6,11/30/16,Solidarites,Sixth Update - 2016,5/25/15,2/25/15,1,0,1,3,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-005,Kfar Hilda 005,North,Batroun,Kfar Hilda,Kfar Hilda 2,34.23884583,35.82403946,IS- Informal Settlement,Less than 4,1,5,11/30/16,Solidarites,Sixth Update - 2016,5/25/15,1/29/11,2,0,0,0,Spring,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-006,Kfar Hilda 006,North,Batroun,Kfar Hilda,Bsatin Al Ossi 3,34.23486328,35.82969666,IS- Informal Settlement,Less than 4,1,10,11/30/16,Solidarites,Sixth Update - 2016,11/4/15,1/1/12,1,0,1,5,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-007,Kfar Hilda 007,North,Batroun,Kfar Hilda,Kfar Hilda 3,34.23906326,35.82816315,IS- Informal Settlement,Less than 4,1,7,11/30/16,Solidarites,Sixth Update - 2016,11/5/15,10/1/15,1,0,0,0,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-008,Kfar Hilda 008,North,Batroun,Kfar Hilda,IS Georges Chlala,34.2378006,35.82917786,IS- Informal Settlement,Less than 4,1,5,11/30/16,Solidarites,Sixth Update - 2016,1/11/16,1/1/16,1,0,0,0,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-009,Kfar Hilda 009,North,Batroun,Kfar Hilda,IS Charbel Sleiman,34.23957443,35.82481003,IS- Informal Settlement,Less than 4,1,10,11/30/16,Solidarites,Sixth Update - 2016,1/11/16,9/1/15,1,0,0,0,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-010,Kfar Hilda 010,North,Batroun,Kfar Hilda,IS Joseph Eissa,34.23588562,35.83145905,IS- Informal Settlement,Less than 4,1,4,11/30/16,Solidarites,Sixth Update - 2016,1/11/16,8/1/15,1,0,1,4,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-011,Kfar Hilda 011,North,Batroun,Kfar Hilda,IS John Abou Nassar,34.23511887,35.83097839,IS- Informal Settlement,Less than 4,1,10,11/30/16,Solidarites,Sixth Update - 2016,1/11/16,1/1/13,1,0,0,0,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-012,Kfar Hilda 012,North,Batroun,Kfar Hilda,IS Joseph Eissa 1,34.234272,35.83010864,IS- Informal Settlement,Less than 4,1,6,11/30/16,Solidarites,Sixth Update - 2016,9/26/16,7/1/16,1,0,0,0,Water Network,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
34336-01-013,Kfar Hilda 013,North,Batroun,Kfar Hilda,IS Hanna Abou Nassar,34.23596191,35.83024979,IS- Informal Settlement,Less than 4,1,4,11/30/16,Solidarites,Sixth Update - 2016,11/30/16,9/1/16,1,0,1,5,Spring,Municipality Collection,Open pit,None,Mobile network - 3G / 4G,Yes,Yes
34336-01-014,Kfar Hilda 014,North,Batroun,Kfar Hilda,IS Georges Moukhayel,34.23952484,35.82700348,IS- Informal Settlement,Less than 4,1,2,11/30/16,Solidarites,Sixth Update - 2016,11/30/16,8/1/16,1,0,0,0,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-001,Halba 001,North,Akkar,Halba,IS Abed Tarraf,34.56726837,36.06797028,IS- Informal Settlement,Less than 4,2,7,12/6/16,Solidarites,Sixth Update - 2016,3/3/14,6/1/14,1,1000,0,0,Borehole,Burn it,Open pit,Verbal,No Internet access,Yes,Yes
35111-01-002,Halba 002,North,Akkar,Halba,IS Riad Al Achkar,34.55599976,36.07316971,IS- Informal Settlement,Less than 4,2,17,12/2/16,Solidarites,Sixth Update - 2016,3/3/14,10/27/11,3,3000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,No
35111-01-003,Halba 003,North,Akkar,Halba,IS Ahmad Al Akkoumi,34.55596161,36.07683945,IS- Informal Settlement,Less than 4,1,7,12/10/16,Solidarites,Sixth Update - 2016,3/3/14,10/1/13,1,1000,1,7,Borehole,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
35111-01-004,Halba 004,North,Akkar,Halba,IS Nazem Ibrahim,34.55400085,36.07415009,IS- Informal Settlement,Active,7,34,12/10/16,Solidarites,Sixth Update - 2016,3/3/14,8/27/13,4,4000,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-005,Halba 005,North,Akkar,Halba,IS Mohamad Naiim,34.54779816,36.07632065,IS- Informal Settlement,Active,10,54,12/13/16,Solidarites,Sixth Update - 2016,4/22/14,2/1/13,7,7000,3,22,Borehole,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-006,Halba 006,North,Akkar,Halba,IS Saadallah Al Halabi,34.54516983,36.07254028,IS- Informal Settlement,Active,6,41,12/13/16,Solidarites,Sixth Update - 2016,4/22/14,8/12/12,5,6000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-007,Halba 007,North,Akkar,Halba,IS Bader Al Asaad,34.54339981,36.06980133,IS- Informal Settlement,Active,4,22,12/13/16,Solidarites,Sixth Update - 2016,4/22/14,1/1/13,3,2000,0,0,Borehole,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-008,Halba 008,North,Akkar,Halba,IS Talal Al Abdallah,34.54930115,36.07089996,IS- Informal Settlement,Inactive,0,0,12/13/16,Solidarites,Sixth Update - 2016,4/22/14,4/1/13,0,0,0,0,,,,,,,
35111-01-009,Halba 009,North,Akkar,Halba,Halba 5,34.54850006,36.06629944,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,10/21/13,0,0,0,0,,,,,,,
35111-01-010,Halba 010,North,Akkar,Halba,IS Mohamad Naiim 1,34.55210114,36.06861115,IS- Informal Settlement,Active,13,70,12/13/16,Solidarites,Sixth Update - 2016,4/16/14,3/19/14,7,6000,1,4,Borehole,Dump it outside the camp,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
35111-01-011,Halba 011,North,Akkar,Halba,Halba 3,34.54830933,36.07323837,IS- Informal Settlement,Inactive,0,0,12/13/16,Solidarites,Sixth Update - 2016,4/22/14,4/15/14,0,0,0,0,,,,,,,
35111-01-012,Halba 012,North,Akkar,Halba,IS Restom Taoum,34.55435944,36.07500839,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,2/4/14,10/2/12,0,0,0,0,,,,,,,
35111-01-013,Halba 013,North,Akkar,Halba,Halba 21,34.56779861,36.07109833,IS- Informal Settlement,Inactive,0,0,12/6/16,Solidarites,Sixth Update - 2016,6/30/14,4/1/13,0,0,0,0,,,,,,,
35111-01-014,Halba 014,North,Akkar,Halba,IS Ahmad Talje,34.56499863,36.06620026,IS- Informal Settlement,Inactive,0,0,12/6/16,Solidarites,Sixth Update - 2016,6/30/14,1/10/13,0,0,0,0,,,,,,,
35111-01-015,Halba 015,North,Akkar,Halba,IS Fawaz Ibrahim,34.56209183,36.06193924,IS- Informal Settlement,Less than 4,1,4,12/6/16,Solidarites,Sixth Update - 2016,7/18/14,9/9/13,2,3000,2,15,Borehole,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-016,Halba 016,North,Akkar,Halba,IS Ayaach Al Halabi,34.56190109,36.07410049,IS- Informal Settlement,Less than 4,1,13,12/6/16,Solidarites,Sixth Update - 2016,6/30/14,3/10/12,1,1000,0,0,Borehole,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-017,Halba 017,North,Akkar,Halba,Halba 16,34.56079865,36.0719986,IS- Informal Settlement,Inactive,0,0,12/6/16,Solidarites,Sixth Update - 2016,6/30/14,4/22/13,0,0,0,0,,,,,,,
35111-01-018,Halba 018,North,Akkar,Halba,IS Georges Fares,34.56007004,36.06829071,IS- Informal Settlement,Less than 4,2,11,12/6/16,Solidarites,Sixth Update - 2016,6/30/14,3/21/14,1,1000,0,0,Borehole,Burn it,Holding tank,None,Mobile network - 3G / 4G,No,No
35111-01-019,Halba 019,North,Akkar,Halba,Halba 22,34.55912018,36.06895828,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,6/30/14,5/31/14,0,0,0,0,,,,,,,
35111-01-020,Halba 020,North,Akkar,Halba,Halba 23,34.55792999,36.06980133,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,6/30/14,1/22/14,0,0,0,0,,,,,,,
35111-01-021,Halba 021,North,Akkar,Halba,IS Rami Abdallah,34.55727005,36.06705093,IS- Informal Settlement,Active,5,52,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,9/23/12,6,6000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-022,Halba 022,North,Akkar,Halba,Halba 24,34.55849838,36.07350159,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,6/30/14,10/20/13,0,0,0,0,,,,,,,
35111-01-023,Halba 023,North,Akkar,Halba,IS Ahmad Kilani,34.55701065,36.07279968,IS- Informal Settlement,Less than 4,1,7,12/2/16,Solidarites,Sixth Update - 2016,7/1/14,7/1/14,2,0,1,7,Borehole,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-024,Halba 024,North,Akkar,Halba,IS Hicham Al Hasan,34.55780029,36.07559967,IS- Informal Settlement,Less than 4,1,5,12/2/16,Solidarites,Sixth Update - 2016,6/26/14,6/21/13,5,2000,4,15,Borehole,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-025,Halba 025,North,Akkar,Halba,IS Youssef Taaoum,34.55749893,36.07849884,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,6/26/14,6/17/14,0,0,0,0,,,,,,,
35111-01-026,Halba 026,North,Akkar,Halba,Halba 8,34.55509949,36.0746994,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,6/26/14,4/1/14,0,0,0,0,,,,,,,
35111-01-027,Halba 027,North,Akkar,Halba,Halba 6,34.55170059,36.07040024,IS- Informal Settlement,Inactive,0,0,12/13/16,Solidarites,Sixth Update - 2016,6/26/14,9/21/12,0,0,0,0,,,,,,,
35111-01-028,Halba 028,North,Akkar,Halba,Halba 4,34.55199051,36.06626892,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,5/4/14,0,0,0,0,,,,,,,
35111-01-029,Halba 029,North,Akkar,Halba,IS Khaled Al Hassan,34.55390167,36.06629944,IS- Informal Settlement,Less than 4,2,14,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,7/1/13,2,2000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-030,Halba 030,North,Akkar,Halba,IS Sarkis Daher,34.55500031,36.06990051,IS- Informal Settlement,Less than 4,3,13,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,12/1/14,1,1000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-031,Halba 031,North,Akkar,Halba,IS Khaled Al Mouri,34.54959869,36.06549835,IS- Informal Settlement,Less than 4,1,12,12/10/16,Solidarites,Sixth Update - 2016,7/1/14,4/15/13,1,1000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-032,Halba 032,North,Akkar,Halba,IS Ali Al Assad,34.54462051,36.07202911,IS- Informal Settlement,Active,6,31,12/13/16,Solidarites,Sixth Update - 2016,7/1/14,4/3/13,4,3000,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-033,Halba 033,North,Akkar,Halba,Halba,34.54090118,36.0669899,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,7/3/14,1/17/12,0,0,0,0,,,,,,,
35111-01-034,Halba 034,North,Akkar,Halba,IS Mohamad Hassan,34.55258942,36.07426834,IS- Informal Settlement,Active,13,63,12/10/16,Solidarites,Sixth Update - 2016,8/27/14,11/10/14,4,4000,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
35111-01-035,Halba 035,North,Akkar,Halba,Halba 9,34.55772018,36.07329178,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,8/28/14,8/23/14,0,0,0,0,,,,,,,
35111-01-037,Halba 037,North,Akkar,Halba,IS Jihad Melhem,34.5598793,36.07260895,IS- Informal Settlement,Less than 4,2,10,12/6/16,Solidarites,Sixth Update - 2016,8/28/14,8/1/14,2,0,0,0,Borehole,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,No,Yes
35111-01-038,Halba 038,North,Akkar,Halba,Halba 25,34.55950928,36.06658173,IS- Informal Settlement,Inactive,0,0,12/6/16,Solidarites,Sixth Update - 2016,8/28/14,8/1/14,0,0,0,0,,,,,,,
35111-01-039,Halba 039,North,Akkar,Halba,IS Ibrahim Fares,34.56869125,36.07363129,IS- Informal Settlement,Active,5,40,12/13/16,Solidarites,Sixth Update - 2016,8/28/14,7/13/12,2,3000,0,0,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
35111-01-040,Halba 040,North,Akkar,Halba,IS Gerges Faris,34.55115128,36.07342148,IS- Informal Settlement,Less than 4,2,8,12/10/16,Solidarites,Sixth Update - 2016,9/2/14,11/13/14,1,1000,0,0,Borehole,Burn it,Cesspit,None,Mobile network - 3G / 4G,Yes,Yes
35111-01-041,Halba 041,North,Akkar,Halba,IS Mohamad Sahmarani,34.55340958,36.06967926,IS- Informal Settlement,Active,27,169,12/13/16,Solidarites,Sixth Update - 2016,11/4/14,7/1/14,8,6000,0,0,Borehole,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
35111-01-042,Halba 042,North,Akkar,Halba,IS Mostafa Al Sahmarani,34.55461884,36.06721115,IS- Informal Settlement,Active,26,136,12/10/16,Solidarites,Sixth Update - 2016,11/4/14,10/1/14,10,10000,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
35111-01-043,Halba 043,North,Akkar,Halba,Halba 10,34.55764008,36.07328033,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,5/6/15,4/22/15,0,0,0,0,,,,,,,
35111-01-044,Halba 044,North,Akkar,Halba,IS Amer Al Mouri,34.55778885,36.07506943,IS- Informal Settlement,Inactive,0,0,12/2/16,Solidarites,Sixth Update - 2016,5/8/15,6/10/13,0,0,0,0,,,,,,,
35111-01-045,Halba 045,North,Akkar,Halba,Halba 7,34.55635071,36.06940079,IS- Informal Settlement,Inactive,0,0,12/10/16,Solidarites,Sixth Update - 2016,5/8/15,8/15/14,0,0,0,0,,,,,,,
35111-01-046,Halba 046,North,Akkar,Halba,IS Khaled Abbas,34.55907822,36.06893158,IS- Informal Settlement,Less than 4,1,10,12/10/16,Solidarites,Sixth Update - 2016,5/8/15,3/1/15,1,1000,1,4,Borehole,Burn it,Holding tank,Verbal,Mobile network - 3G / 4G,Yes,Yes
